id,lawfirm_name,interests_represented,web,registration_date,lobby_costs,lobby_fte,activity,networking,goals,info_members
196504,Mayer Brown Europe-Brussels LLP,Advances interests of their clients,http://www.mayerbrown.com/locations/Brussels/,"2015-2-19, 23:00","50,000",0.34999999404,,"International Chamber of Commerce
International Bar Association
International Law Association
Barreau de Bruxelles Ordre Francais
Nederlandse Orde Van Advocaten Bij de Balie te Brussel
Amcham EU
Amcham 
Cercle du Lac
Cercle de Lorraine
Magnus-Haus
Club of Rome
Fondation Universitaire
Wirtschaftrat
Union Wallonne des enterprises
Studienvereinigung Kartellrecht e.V.
Nanotechnology Industries Association","Mayer Brown Europe-Brussels LLP provides counseling, litigation, investigation and strategic advice to clients in relation to EU law and the EU's institutions and courts.",A number of Mayer Brown Europe-Brussels LLP professionals may be sporadically involved in activities described under heading 9. In any case the percentage of working time devoted to these activities would be well below the 25% threshold.
196663,Studio Legale Danzi,Promotes their own interests or the collective interests of their members,https://avvocatodanzi.it/,"2024-4-4, 22:00","25,000",1.0,,"Association of International Energy Negotiators (AIEN), International Nuclear Law Association (INLA).","The law firm provides extrajudicial and judicial assistance to leading players in the energy sector (traders, downstream sales companies, investors in renewable energy and power producers).",
196748,Becker Büttner Held PartGmbB,Advances interests of their clients,http://www.beckerbuettnerheld.de,"2016-1-20, 23:00","200,000",3.0,Representative Office to the European Renewable Energies Federation (EREF),,"Becker Büttner Held (BBH), a joint consulting firm of lawyers, accountants and tax Auditors. BBH provides comprehensive advisory with the main focus on the energy and infrastructure industry. Further practice areas: media and copyright law, tax law, auditing, civil and commercial law, public law.",
197481,White & Case LLP,Advances interests of their clients,https://www.whitecase.com/,"2023-5-17, 22:00","25,000",0.10000000149012,We do not carry out any communication activities covered by the Register.,,"White & Case is a global law firm with longstanding offices in the markets that matter today. Our on-the-ground experience, our cross-border integration and our depth of local, US and English-qualified lawyers help our clients work with confidence in any one market or across many. We guide our clients through difficult issues, bringing our insight and judgment to each situation. Our innovative approaches create original solutions to our clients' most complex domestic and multijurisdictional deals and disputes. By thinking on behalf of our clients every day, we anticipate what they want, provide what they need and build lasting relationships. We do what it takes to help our clients achieve their ambitions. Further information on our values can be found here:https://www.whitecase.com/firm/our-firm","We do not have a dedicated government affairs practice. Our lawyers and employees primarily provide legal services. In connection with those services, certain of our lawyers may periodically carry out activities covered by the IAA, and this represents a small fraction of their time. In total, covered activities represent significantly less than 1 FTE."
197687,Fragomen Global LLP,Promotes their own interests or the collective interests of their members,http://www.fragomen.com,"2016-8-17, 22:00","10,000",2.25,,,"Fragomen is a global firm dedicated exclusively to providing  immigration services on behalf of its clients. With its exclusive focus on immigration, Fragomen is positioned to gather information and assess the impact of immigration policies across a broad variety of industries, as well as on individuals seeking residence or employment visas. Due to our depth of immigration experience, we may inform and advise EU institutions on immigration policies or procedures where appropriate and when requested.",
198089,"BLN PALAO ABOGADOS, S.L.P.",Promotes their own interests or the collective interests of their members,,"2023-6-13, 22:00","50,000",0.5,,"Spanish Tax Advisors Association (www.aedaf.es)
Madrid Bar Association (www.icam.es)
International VAT association (www.vatassociation.org)","BLN PALAO ABOGADOS es una firma española que asesora a todo tipo de clientes (nacionales e internacionales) en materias relacionadas con aduanas, IVA e impuestos especiales y fiscalidad medioambiental. Nuestra finalidad es ayudar a nuestros clientes a reducir los costes impositivos asociados a su operativa aduanera y fiscal. Tenemos una vocación académica importante ya que impartimos clases en todas estas materias en centros de estudios superiores, tanto privados como públicos (universidades). Promovemos cualquier tipo de actividad de investigación relacionada con cualquiera de estas áreas de especialidad, con el objeto de participar en la redacción y/o modificación de las normas que afectan a estas tres áreas de especialidad.",
198603,SMM Legal Maciak Mataczyński Czech sp.k.,Advances interests of their clients,www.smmlegal.pl,"2023-12-13, 23:00","10,000",0.20000000298023,,,"Kancelaria prawna zapewniająca profesjonalne wsparcie w obszarze transformacji energetycznej, transformacji cyfrowej i transformacji gospodarczej.",Dwóch współpracowników (prawników posiadających uprawnienia do wykonywania zawodu w Polsce).
198879,"Maravela, Popescu & Asociații SPRL",Promotes their own interests or the collective interests of their members,https://www.mprpartners.com/,"2023-1-8, 23:00","25,000",0.949999988079071,"We have attended various European Union level events on energy matters, organised by various associations, sector related authorities and independent companies. Furthermore, our team members are actively involved in numerous policy-making workgroups, including energy, of the American Chamber of Commerce in Romania, the British Romanian Chamber of Commerce and Romania Wind Energy Association. In addition, we have published articles on energy, including renewable energy matters, available on our website (https://www.mprpartners.com/expertise/energy-natural-resources/?pub).","Bucharest BaR
International Bar Association (IBA)
New York Bar Association
International League of Competition Law
International Business Law Consortium (IBLC)
The Romanian-German Chamber of Commerce (AHK)
The Romanian-Ukrainian Chamber of Commerce (CCRBU)
British Romanian Chamber of Commerce (BRCC)
American Chamber of Commerce in Romania (AmCham)
BOKS International network
Romania Wind Energy Association (RWEA)
European Solar Photovoltaic Industry Alliance","We are part of several organisations involved in advocacy initiatives, actively participating in taskforce committees on, amongst others, Energy, Real Estate, Competition and State Aid, which frequently receive requests for opinions and amendments from public authorities, consequently allowing us to effectively promote our standpoints and comments on the respective initiatives, taking also into account the context of European Union legislation. As the overall energy market tendency is to move rapidly towards renewable energy and the legislation does not always keep up with the market development, we are especially interested in advocating for national and European Union legislation tailored to the needs of the market. Thus, our aim is to contribute to the development of the renewable energy sector, both at national and European Union level.",
199208,Food Law Science & Partners,Advances interests of their clients,https://foodlawscience.eu/,"2024-1-22, 23:00","25,000",0.5,"Articles written such as: 

- Food safety and innovation : is the Novel Food Regulation fit for purpose? ERA, November 2023
- Affichage nutritionnel :  la Commission européenne va-t-elle renoncer ? Les Marchés, juin 2023
- Etikketering op de voorkant van de verpakking – ‘Van Boer tot bord’ strategie komt verder tot uitvoering, FoodProcess, 9 March 2022
- Labelling and the Farm to Fork Strategy: The Commission is moving towards mandatory front-of-pack nutrition labels, FoodNavigator, 16 February 2022
- The future of organic farming in Europe: How the new Regulation tightens the rules, FoodNavigator, 2 March 2021
- ‘Europa gedwongen clean label te harmoniseren als onderdeel van Farm-to-Fork-strategie’, VMT, 20 September 2021
- Le Nutri-Score va-t-il être détrôné ?Les Marchés, 17 December 2021
- EU Health claims referring to botanicals: back in the spotlight amid the current crisis? FoodNavigator, May 2020
- The problem with health claims and nutrient profiles, EU Food Law, March 2016",,Accompany and help the food business operators place their innovative ingredients on the European market,"We are a law firm and as such we are not active on EU Platforms.
Nevertheless, as a food law firm, our lawyers (2) work full time for their clients in relation with exclusively food law.
Plus 2 regulatory scientists, one paralegal and one trainee.
Food Law is our daily work."
199213,BLOMSTEIN Partnerschaft von Rechtsanwälten mbB Stein Friton Klasse Huttenlauch,Advances interests of their clients,https://www.blomstein.com/,"2022-6-7, 22:00","20,000",0.30000001192093,Wir haben unsere Mandanten bei dem Entwurf eines Positionspapiers unterstützt und begleiten sie bei Treffen mit Beamten verschiedener EU-Institutionen und EU-Mitgliedstaaten.,"Bundesverband der Deutschen Sicherheits- und Verteidigungsindustrie e.V. -  BDSV (https://www.bdsv.eu/home.html)

DWT Deutsche Gesellschaft für Wehrtechnik e.V. (https://www.dwt-sgw.de/)

forum Vergabe e.V. (https://forum-vergabe.de/)

Berliner Gesprächskreis zum Europäischen Beihilfenrecht e.V. (http://www.berliner-gespraechskreis.eu/)

Studienvereinigung Kartellrecht e.V. (https://www.studienvereinigung.de/)

International Bar Association (https://www.ibanet.org/)

American Bar Association (https://www.americanbar.org/en/)

International Association of Young Lawyers (https://www.aija.org/)

Bitkom e.V. (https://www.bitkom.org/)

Europäisches Forum für Außenwirtschaft e.V. (https://www.efa-muenster.de/)

DICO Deutsches Institut für Compliance e.V. (https://www.dico-ev.de/)","BLOMSTEIN ist eine  Rechtsanwaltskanzlei mit Spezialisierung auf die Gebiete Vergabe-, Kartell-, Beihilfe- und Außenwirtschaftsrecht sowie Compliance. Zu unseren Mandanten zählen große und mittelständische Unternehmen ebenso wie öffentliche Auftraggeber im In- und Ausland. Wir beraten unsere Mandanten zu rechtlichen Fragen ihres operativen Geschäfts und begleiten unsere Mandanten bei Verfahren vor Behörden und Gerichten ebenso wie bei der regulatorischen und kartellrechtlichen Gestaltung komplexer Transaktionen. Ausländische Mandanten beraten wir häufig zu ihrem Einstieg in den deutschen und europäischen Markt.","1 Person 5% (Associate)
2 Person 5% (Associate)
3 Person 2,5% (Partner)"
199377,Basdevant Avocats,Advances interests of their clients,www.basdevant.tech,"2023-7-9, 22:00",0,0.10000000149012,No communication activities already undertaken at this stage,"AI Forensics
https://aiforensics.org",Défendre et représenter des organisations publiques ou privées évoluant dans le secteur de l'innovation et des nouvelles technologies.,
199380,Dr. Christina Berking,Advances interests of their clients,https://buse.de/anwaelte/christina-berking/,"2023-10-24, 22:00","25,000",0.5,"Commission expert sub-group on ""dialogue with the Art Market""",Interessengemeinschaft Deutscher Kunsthandel (http://interessengemeinschaftdeutscherkunsthandel.de/),"Dr. Christina Berking vertritt die Interessengemeinschaft Deutscher Kunsthandel, die Dachorganisation der sechs größten deutschen Kunsthandelsverbände: Kunsthändlerverband Deutschland e.V., Bundesverband Deutscher Kunstversteigerer e.V., Verband der deutschen Münzenhändler e.V., Verband Deutscher Antiquare e.V., Berufsverband des Deutschen Münzenfachhandels e.V., Bundesverband Deutscher Galerien und Kunsthändler e.V. Die Interessengemeinschaft Deutscher Kunsthandel vertritt rund 1000 Mitgliedsunternehmen aus den Bereichen Kunsthandel, Antiquariatsbuchhandel, Münzenhandel und Kunstauktionen. Die Interessengemeinschaft setzt sich für die Verbesserung der Rahmenbedingungen für den Handel mit Kulturgütern ein.",
199439,Freshfields Bruckhaus Deringer LLP,Advances interests of their clients,http://www.freshfields.com/en/global,"2015-10-21, 22:00","570,000",5.0,"We work with our lawyers globally to share insights on the most complex legal challenges, be it in relation to digitalisation, sustainability and competition/trade. In doing so, we produce blogposts, podcasts and briefings relating to the EU policies mentioned above. Our thinking can be found here: https://www.freshfields.com/en-gb/our-thinking/","American Chamber of Commerce to the European Union; British Chamber of Commerce in Belgium; European Capital Markets Institute; QED, Society of European Affairs Professionals (SEAP); FIA; Cámara; multiple national bar associations.","We are a global law firm with a long-standing track record of successfully supporting the world’s leading national and multinational corporations, financial institutions and governments on groundbreaking and business-critical matters. The firm’s 2,800-plus lawyers deliver results worldwide through their own offices and alongside leading local firms. The firm’s commitment, local and multinational expertise, and business acumen means their clients rely on the firm when it matters most. Having a shared purpose and set of values gives us a common sense of identity. It sets a collective direction as we navigate the future for our clients and our people and ensures we continue to be a sustainable and responsible business. Further information on our purpose and values can be found here: https://www.freshfields.com/en-gb/about-us/purpose-and-values/","While Freshfields has 22 people engaged in activities falling under the register, 7 spend under 50 percent of their working time on such activities and 15 spend significantly below 10 percent. The FTE should therefore be less than 5.5. However, 10 percent is the minimum that can be chosen for each person involved from the organisation expressed in percentage of working time."
199581,Grimaldi Studio Legale,Advances interests of their clients,www.grimaldialliance.com,"2023-11-26, 23:00","100,000",5.0,,,"Grimaldi Alliance assists European institutions and private clients covering all areas of European law and its implications on national level.Grimaldi Alliance provides legal advice in both contentious and non-contentious matters and in relation to the major areas of practice at national, EU and International level. Grimaldi Alliance professionally guides clients through the legislative and EU decision-making process. Based on their previous roles, the public affairs team holds great knowledge of the decision-making process in the EU and key stakeholders, positioning us among the top advisors on regulatory matters in Brussels.",
199720,Geradin Partners Newco,Advances interests of their clients,https://www.geradinpartners.com/,"2022-9-8, 22:00","160,000",0.10000000149012,,,"We are a specialist competition law, competition litigation and digital regulation firm based in Brussels, Netherlands, London and Paris. Our team of lawyers is at the cutting edge of these issues having acted on many of the leading European and UK cases and held senior competition agency positions.",
199854,Pappas & Associates,Advances interests of their clients,www.pappaslaw.eu,"2024-4-6, 22:00","50,000",3.5,,"Bar of Brussels (http://www.barreaubruxelles.be)
Bar of Athens ( https://www.dsa.gr )
Cercle Royal Gaulois ( https://cercle-gaulois.be/#pano14/0.0/-4.9/83.0 )","Focus areas: a. competition law (antitrust, merger and acquisitions, state aids); b. Internal Market cases (such as public procurement, the free movement of goods and of capital, the free provision of services and the freedom of establishment, digital and energy single market: audiovisual policy, advertising rights, digital safety, internet privacy, public v. private broadcasting, liberalization of electricity markets renewable sources, AI); c. Health and Environmental policies (chemicals, cosmetics and medical products, air and water pollution, Natura, waste, animal welfare, consumer protection, feed additives, food law, health claims, labeling, plant protection products). Moreover, Pappas & Associates has extensive experience in maritime transport (classification societies, ), as well as in taxation, excise duties, energy policy and banking sector. It is active at the regulatory level, mainly before the European Commission, and at litigations before the CJEU.",
199966,GATE AVOCATS,Advances interests of their clients,www.gate-avocats.com,"2024-6-20, 22:00","10,000",0.25,,,Law firm,
200084,"B2R Law Jankowski, Stroiński, Zięba i Partnerzy, Adwokacka Spółka Partnerska",Promotes their own interests or the collective interests of their members,https://b2rlaw.com/,"2022-8-30, 22:00","10,000",0.20000000298023,,"International Fraud Group (IFG), 
Polish-Canadian Chamber of Commerce, 
Interact Law, 
Polish Private Equity and Venture Capital Association (PSIK), 
Greener Litigation, 
Vestbee.","B2RLaw operates not only locally but across the CEE region from our offices in Poland. We support our Polish clients’ operations worldwide as well as non-European clients’ on entry to both the Polish and European market. Where necessary, we call upon our international network of best-in-class contacts. We are also strongly committed to supporting the largest Polish and international business organizations.

Social responsibility, diversity and inclusion are integral to both our internal and external culture. It is a mission statement that reflects our core values. Though the primary goal of our lawyers is to dedicate themselves to B2R’s business clients, they strongly engage in pro bono work. B2RLaw takes great pride whenever its lawyers are recognized for pro bono work, most recently by the Polish Ombudsman.

We want to participate in building fair rules which will make European entrepreneurship more accessible and help EU located firms improve their business globally.",
200485,ARNAUD AVOCATS ASSOCIÉS,Advances interests of their clients,https://www.arnaud-avocats.fr/fr/,"2022-5-31, 22:00","50,000",2.0,Nous participons à des conférences en rapport avec les accords entre l'UE et le Japon ainsi qu'à des rassemblements de professionnels des Legal Techs dans la Silicon Valley. Nous représentons ces Legal Tech auprès de l'Union européenne en tant que membres de l'association ITechLaw et du Silicon Valley Mediation and Arbitration Center. Nous communiquons sur les réseaux sociaux du cabinet à propos des politiques environnementales et plus particulièrement de la protection des abeilles et de l'interdiction des pesticides.,"Team Europe Direct
Cercle Européen Citoyennetés et Identités
Institut des Hautes Études de Défense Nationale
ITechLaw
Silicon Valley Mediation and Arbitration Center
Collège de Déontologie de APHM
Espace Ethique Méditerranéen
Médiation 30
Institut nîmois des avocats conseils
Institut des avocats du Barreau de Nîmes
Centre international de la Médiation
Chambre de Commerce et de l'Industrie France-Japon","Nous avons développé un réseau de contacts et de relais d’informations sur les questions européennes, le tout étant issu de toute notre expérience auprès des institutions européennes, partenaires et relais dans différents États membres de l’UE. Nous aidons nos clients à définir une stratégie opérationnelle face aux enjeux législatifs et décisionnels de l'UE sur la base d’une veille juridique. Nous constituons aussi des réseaux efficaces parmi nos partenaires et relais européens en participant à nos séminaires à Bruxelles, Paris et Marseille.
Nos activités tournées vers l'innovation technologique, avec des travaux concernant le lobbying ou les modes alternatifs de résolution des différends, nous disposons d'un réseau dans la Silicon Valley et représentons les Legal Techs auprès des institutions européennes.
Nous intervenons pro bono pour l'ensemble des organisations de la société civile que nous représentons.",
200644,Giulio Marini,Does not represent commercial interests,,"2011-8-3, 22:00",0,1.0,32000 Followers Twitter account used as a mean to share informations on policies as indicated in the Policies Targeted Heading,DROITUNIFORME.EU,"The law firm is involved in regular practice ( civil, criminal and commercial), but over time we have obtained better results in lobbying on specific cases rather than managing them only before national Courts.
Accordingly , many issues concerning EU laws have been succesfully resolved with Solvit and the EU Commission within a very short period of time , sometimes even faster than ordinary Court claims.
We have been focused on professional qualification, social security, taxation matter and fundamental rights protection.
Over time, the approach of involving the European Union in cases where EU laws were not properly applied by national authorities has helped before national Courts as well.
The firm is actually involved in supporting the enforcement of the Rule of Law in regard to human right violations caused by Sara based epidemiological crisis, and is committed to adopt an akin approach should the climate change theme eventually affect somehow  human rights",
200859,Steptoe LLP,Advances interests of their clients,http://www.steptoe.com,"2015-12-29, 23:00","80,000",0.25,"Framework Agreement - Law and Sovereignty - January 9, 2020
State Support and Competition Law in Times of a Pandemic -  May 2020
Online Platforms: A Competition Analysis of the New Ex-Ante EU Regulatory Instrument - July 23, 2020
Enforcement of Digital Markets: The European Commission's ""New Competition Tool"" - July 30, 2020
Staying Ahead of the EU Chemicals Strategy for Sustainability Webinar Series - 2023/2024
EU Chemicals, Environment & Sustainability Conference - 19 June 2023
Global impact of EU PFAS Restriction - 12 October 2023
Global trade talk - November 2023","Lex Mundi
International Bar Association
Chemical Industries Association
International Association of Privacy Professionals","For more than six decades, Steptoe has established a reputation for vigorous advocacy in complex litigation and arbitration, successful representation of clients before governmental agencies, and practical advice in guiding business transactions.  The firm is known for its ability to help clients solve multidimensional problems, particularly those with a governmental aspect.","Our practice consists mainly of ""activities not covered"" (as defined by the Inter-Institutional Agreement), namely: advisory work on the general legal situation; the existing legal environment; compliance with relevant law; and representation before the European courts and other judicial or administrative bodies.
Our professionals primarily provide legal services, they may be sporadically involved in activities described under heading 9, but this represents a small fraction of their time."
201008,MARYSE COPPET,Advances interests of their clients,http://www.marysecoppet.com,"2015-7-15, 22:00","155,000",2.5,"Ambassadrice du Pacte Climatique de l'UE
Partner de H2020 Insulae (autonomie energétique des îles)
coordinatrice Erasmus plus ACORN 
coordinatrice Erasmus plus CTUGI
Organisation de plusieurs séminaires auprès de collectivités","Mouvement Outre Mer. https://www.helloasso.com/associations/mouvement-outre-mer 
Marie Galante ile durable
Anticor","Cabinet d'avocats dont le domaine d'activité est le droit européen.
Fort d’années d’expertise en affaires européennes et en montage de projets européens, le Cabinet Coppet oeuvre à la prise en compte des socio-professionnels des associations et des élus des régions, dans les processus décisionnels nationaux et communautaires.

Basé à Bruxelles et en Guadeloupe, cette position stratégique offre au Cabinet une possibilité de champ d’action immédiat au niveau européen, tout en étant pleinement conscient des problématiques et enjeux des territoires .",
201083,Alber & Geiger,Advances interests of their clients,https://albergeiger.com,"2011-9-18, 22:00","1,850,000",12.5,,,"Alber & Geiger is a leading EU government relations law firm. Our firm represents clients' interests at the highest political level, in the international and the EU's political and legislative processes. 

Foreign governments, embassies, international corporations, and associations rely on Alber & Geiger to help them respond to problems and developments in Brussels and the EU Member States’ capitals. We are known for getting things done.

Our team consists of high-ranking former EU officials, diplomats, politicians, and EU
lawyers.",
